country_code	country	Initials	isSmall	ProjFirstYear	MigCode	WPPAIDS	AgeMortalityType	AgeMortalityPattern	LatestAgeMortalityPattern	SmoothLatestAgeMortalityPattern	PasfrNorm	PasfrGlobalNorm	PasfrFarEastAsianNorm	PasfrSouthAsianNorm
388	Jamaica	DG	0	1950	9	1	Model life tables	CD_West	1	0	Global Norm	0	0	0
392	Japan	LN	0	1950	9	0	Age specific mortality pattern	Life_Tables	1	0	Global Norm	1	1	0
400	Jordan	PG	0	1950	0	0	Relational model	CD_West	1	1	Global Norm	0	0	0
398	Kazakhstan	KA	0	1950	9	0	Age specific mortality pattern	Life_Tables	0	1	Global Norm	0	0	0
404	Kenya	DG	0	1950	0	1	Model life tables	CD_North	1	0	Global Norm	0	0	0
296	Kiribati	LN	0	1950	0	0	Model life tables	CD_West	0	0	Global Norm	0	0	0
414	Kuwait	PG	0	1950	0	0	Age specific mortality pattern	Life_Tables	1	1	Global Norm	0	0	0
417	Kyrgyzstan	KA	0	1950	9	0	Age specific mortality pattern	Life_Tables	0	1	Global Norm	0	0	0
418	Lao People's Dem. Republic	PG	0	1950	0	0	Model life tables	CD_West	0	0	Global Norm	0	0	0
428	Latvia	KA	0	1950	9	0	Age specific mortality pattern	Life_Tables	1	1	Global Norm	0	0	0
422	Lebanon	PG	0	1950	0	0	Model life tables	CD_West	0	0	Global Norm	0	0	0
426	Lesotho	KA	0	1950	0	1	Model life tables	CD_West	1	0	Global Norm	0	0	0
430	Liberia	PG	0	1950	0	1	Model life tables	CD_South	1	1	Global Norm	0	0	0
434	Libya	TS	0	1950	0	0	Model life tables	CD_West	0	0	Global Norm	0	0	0
438	Liechtenstein	TS	1	1950	9	0	Model life tables	CD_West	0	0	Global Norm	0	0	0
440	Lithuania	KA	0	1950	9	0	Age specific mortality pattern	Life_Tables	1	1	Global Norm	0	0	0
442	Luxembourg	KA	0	1950	9	0	Age specific mortality pattern	Life_Tables	1	1	Global Norm	0	0	0
450	Madagascar	DG	0	1950	0	0	Relational model	CD_North	1	1	Global Norm	0	0	0
454	Malawi	LN	0	1950	9	1	Model life tables	CD_South	1	1	Global Norm	0	0	0
458	Malaysia	LN	0	1950	9	0	Age specific mortality pattern	Life_Tables	1	1	Global Norm	0	0	0
462	Maldives	PG	0	1950	0	0	Age specific mortality pattern	Life_Tables	0	1	Global Norm	0	0	0
466	Mali	PG	0	1950	0	0	Relational model	CD_South	1	0	Global Norm	0	0	0
470	Malta	LN	0	1950	0	0	Age specific mortality pattern	Life_Tables	1	1	Global Norm	0	0	0
584	Marshall Islands	LN	1	1950	0	0	Model life tables	CD_West	0	0	Global Norm	0	0	0
474	Martinique	DG	0	1950	9	0	Age specific mortality pattern	Life_Tables	1	0	Global Norm	0	0	0
478	Mauritania	PG	0	1950	0	0	Relational model	CD_South	1	0	Global Norm	0	0	0
480	Mauritius	LN	0	1950	9	0	Age specific mortality pattern	Life_Tables	1	1	Global Norm	0	0	0
175	Mayotte	LN	0	1950	0	0	Age specific mortality pattern	Life_Tables	1	1	Global Norm	0	0	0
484	Mexico	DG	0	1950	9	0	Age specific mortality pattern	Life_Tables	1	0	Global Norm	0	0	0
583	Micronesia (Fed. States of)	LN	0	1950	0	0	Relational model	CD_West	1	0	Global Norm	0	0	0
492	Monaco	TS	1	1950	9	0	Model life tables	CD_West	0	0	Global Norm	0	0	0
496	Mongolia	TS	0	1950	9	0	Age specific mortality pattern	Life_Tables	0	1	Global Norm	0	0	0
499	Montenegro	TS	0	1950	9	0	Age specific mortality pattern	Life_Tables	0	0	Global Norm	0	0	0
500	Montserrat	LN	1	1950	9	0	Model life tables	CD_West	0	0	Global Norm	0	0	0
504	Morocco	TS	0	1950	0	0	Model life tables	CD_East	0	0	Global Norm	0	0	0
508	Mozambique	DG	0	1950	0	1	Model life tables	CD_North	1	0	Global Norm	0	0	0
104	Myanmar	TS	0	1950	0	0	Model life tables	CD_West	0	0	Global Norm	0	0	0
516	Namibia	KA	0	1950	0	1	Model life tables	CD_West	1	0	Global Norm	0	0	0
520	Nauru	LN	1	1950	9	0	Model life tables	CD_West	0	0	Global Norm	0	0	0
524	Nepal	PG	0	1950	0	0	Model life tables	CD_West	0	0	Global Norm	0	0	0
528	Netherlands	TS	0	1950	9	0	Age specific mortality pattern	Life_Tables	1	0	Global Norm	1	0	0
540	New Caledonia	LN	0	1950	9	0	Age specific mortality pattern	Life_Tables	1	0	Global Norm	0	0	0
554	New Zealand	KA	0	1950	9	0	Age specific mortality pattern	Life_Tables	1	0	Global Norm	0	0	0
558	Nicaragua	DG	0	1950	9	0	Age specific mortality pattern	Life_Tables	1	0	Global Norm	0	0	0
562	Niger	PG	0	1950	0	0	Relational model	CD_South	1	0	Global Norm	0	0	0
566	Nigeria	PG	0	1950	0	1	Model life tables	CD_South	1	1	Global Norm	0	0	0
570	Niue	DG	1	1950	0	0	Model life tables	CD_West	0	0	Global Norm	0	0	0
580	Northern Mariana Islands	LN	1	1950	0	0	Model life tables	CD_West	0	0	Global Norm	0	0	0
578	Norway	KA	0	1950	9	0	Age specific mortality pattern	Life_Tables	1	0	Global Norm	1	0	0
512	Oman	PG	0	1950	0	0	Age specific mortality pattern	Life_Tables	1	1	Global Norm	0	0	0
586	Pakistan	PG	0	1950	0	0	Age specific mortality pattern	Life_Tables	0	1	Global Norm	0	0	0
585	Palau	DG	1	1950	0	0	Model life tables	CD_West	0	0	Global Norm	0	0	0
591	Panama	DG	0	1950	9	0	Age specific mortality pattern	Life_Tables	1	0	Global Norm	0	0	0
598	Papua New Guinea	LN	0	1950	0	0	Relational model	UN_Far_Eastern	1	0	Global Norm	0	0	0
600	Paraguay	DG	0	1950	9	0	Age specific mortality pattern	Life_Tables	1	1	Global Norm	0	0	0
604	Peru	DG	0	1950	9	0	Age specific mortality pattern	Life_Tables	1	1	Global Norm	0	0	0
608	Philippines	LN	0	1950	9	0	Age specific mortality pattern	Life_Tables	1	1	Global Norm	0	0	0
616	Poland	TS	0	1950	9	0	Age specific mortality pattern	Life_Tables	1	0	Global Norm	0	0	0
620	Portugal	DG	0	1950	9	0	Age specific mortality pattern	Life_Tables	1	0	Global Norm	0	0	0
630	Puerto Rico	DG	0	1950	9	0	Age specific mortality pattern	Life_Tables	1	0	Global Norm	0	0	0
634	Qatar	PG	0	1950	0	0	Age specific mortality pattern	Life_Tables	1	1	Global Norm	0	0	0
410	Republic of Korea	LN	0	1950	9	0	Age specific mortality pattern	Life_Tables	1	0	Global Norm	1	1	0
498	Republic of Moldova	KA	0	1950	9	0	Age specific mortality pattern	Life_Tables	1	1	Global Norm	0	0	0
638	Reunion	LN	0	1950	0	0	Age specific mortality pattern	Life_Tables	1	1	Global Norm	0	0	0
642	Romania	TS	0	1950	9	0	Age specific mortality pattern	Life_Tables	1	1	Global Norm	0	0	0
643	Russian Federation	KA	0	1950	9	0	Age specific mortality pattern	Life_Tables	0	1	Global Norm	0	0	0
646	Rwanda	TS	0	1950	9	1	Model life tables	CD_North	1	0	Global Norm	0	0	0
654	Saint Helena	TS	1	1950	0	0	Model life tables	CD_West	0	0	Global Norm	0	0	0
659	Saint Kitts and Nevis	DG	1	1950	9	0	Model life tables	CD_West	0	0	Global Norm	0	0	0
662	Saint Lucia	DG	0	1950	9	0	Age specific mortality pattern	Life_Tables	1	0	Global Norm	0	0	0
666	Saint Pierre and Miquelon	KA	1	1950	9	0	Model life tables	CD_West	0	0	Global Norm	0	0	0
670	Saint Vincent and the Grenadines	DG	0	1950	9	0	Model life tables	CD_West	0	0	Global Norm	0	0	0
882	Samoa	DG	0	1950	9	0	Relational model	UN_Far_Eastern	1	0	Global Norm	0	0	0
674	San Marino	DG	1	1950	0	0	Model life tables	CD_West	0	0	Global Norm	0	0	0
678	Sao Tome and Principe	DG	0	1950	9	0	Relational model	CD_North	1	0	Global Norm	0	0	0
682	Saudi Arabia	PG	0	1950	0	0	Age specific mortality pattern	Life_Tables	1	1	Global Norm	0	0	0
686	Senegal	PG	0	1950	0	0	Relational model	CD_South	1	0	Global Norm	0	0	0
688	Serbia	TS	0	1950	9	0	Age specific mortality pattern	Life_Tables	1	0	Global Norm	0	0	0
690	Seychelles	DG	0	1950	9	0	Age specific mortality pattern	Life_Tables	1	1	Global Norm	0	0	0
694	Sierra Leone	PG	0	1950	0	0	Relational model	CD_South	1	1	Global Norm	0	0	0
702	Singapore	LN	0	1950	9	0	Age specific mortality pattern	Life_Tables	1	1	Global Norm	0	1	0
534	Sint Maarten (Dutch part)	DG	1	1950	9	0	Model life tables	CD_West	0	0	Global Norm	0	0	0
703	Slovakia	TS	0	1950	0	0	Age specific mortality pattern	Life_Tables	1	0	Global Norm	0	0	0
705	Slovenia	TS	0	1950	9	0	Age specific mortality pattern	Life_Tables	1	0	Global Norm	0	0	0
90	Solomon Islands	LN	0	1950	0	0	Relational model	CD_West	1	0	Global Norm	0	0	0
706	Somalia	TS	0	1950	0	0	Model life tables	CD_North	0	0	Global Norm	0	0	0
710	South Africa	KA	0	1950	9	1	Model life tables	UN_Far_Eastern	1	0	Global Norm	0	0	0
728	South Sudan	TS	0	1950	0	1	Model life tables	CD_North	1	0	Global Norm	0	0	0
724	Spain	DG	0	1950	9	0	Age specific mortality pattern	Life_Tables	1	0	Global Norm	0	0	0
144	Sri Lanka	PG	0	1950	0	0	Age specific mortality pattern	Life_Tables	0	1	Global Norm	0	0	0
275	State of Palestine	PG	0	1950	0	0	Model life tables	CD_West	0	0	Global Norm	0	0	0
729	Sudan	TS	0	1950	0	0	Model life tables	CD_North	0	0	Global Norm	0	0	0
740	Suriname	DG	0	1950	9	1	Model life tables	CD_West	1	1	Global Norm	0	0	0
748	Swaziland	KA	0	1950	0	1	Model life tables	CD_West	1	0	Global Norm	0	0	0
752	Sweden	KA	0	1950	9	0	Age specific mortality pattern	Life_Tables	1	0	Global Norm	0	0	0
756	Switzerland	TS	0	1950	9	0	Age specific mortality pattern	Life_Tables	1	0	Global Norm	0	0	0
760	Syrian Arab Republic	PG	0	1950	0	0	Age specific mortality pattern	Life_Tables	1	1	Global Norm	0	0	0
762	Tajikistan	KA	0	1950	9	0	Age specific mortality pattern	Life_Tables	0	0	Global Norm	0	0	0
807	TFYR Macedonia	TS	0	1950	9	0	Age specific mortality pattern	Life_Tables	0	0	Global Norm	0	0	0
764	Thailand	PG	0	1950	0	1	Model life tables	CD_West	1	1	Global Norm	0	0	0
626	Timor-Leste	LN	0	1950	0	0	Model life tables	CD_West	0	0	Global Norm	0	0	0
768	Togo	PG	0	1950	0	1	Model life tables	CD_South	1	1	Global Norm	0	0	0
772	Tokelau	DG	1	1950	0	0	Model life tables	CD_West	0	0	Global Norm	0	0	0
776	Tonga	DG	0	1950	0	0	Relational model	UN_Far_Eastern	1	0	Global Norm	0	0	0
780	Trinidad and Tobago	DG	0	1950	9	0	Age specific mortality pattern	Life_Tables	1	1	Global Norm	0	0	0
788	Tunisia	TS	0	1950	0	0	Age specific mortality pattern	Life_Tables	1	0	Global Norm	0	0	0
792	Turkey	DG	0	1950	9	0	Age specific mortality pattern	Life_Tables	1	0	Global Norm	0	0	0
795	Turkmenistan	KA	0	1950	9	0	Age specific mortality pattern	Life_Tables	0	1	Global Norm	0	0	0
796	Turks and Caicos Islands	DG	1	1950	0	0	Model life tables	CD_West	0	0	Global Norm	0	0	0
798	Tuvalu	DG	1	1950	0	0	Model life tables	CD_West	0	0	Global Norm	0	0	0
800	Uganda	DG	0	1950	0	1	Model life tables	CD_North	1	0	Global Norm	0	0	0
804	Ukraine	KA	0	1950	9	0	Age specific mortality pattern	Life_Tables	0	1	Global Norm	0	0	0
784	United Arab Emirates	PG	0	1950	0	0	Age specific mortality pattern	Life_Tables	1	1	Global Norm	0	0	0
826	United Kingdom	LN	0	1950	9	0	Age specific mortality pattern	Life_Tables	1	0	Global Norm	0	0	0
834	United Republic of Tanzania	DG	0	1950	0	1	Model life tables	CD_North	1	0	Global Norm	0	0	0
840	United States of America	KA	0	1950	9	0	Age specific mortality pattern	Life_Tables	1	0	Global Norm	0	0	0
850	United States Virgin Islands	KA	0	1950	9	0	Age specific mortality pattern	Life_Tables	1	0	Global Norm	0	0	0
858	Uruguay	DG	0	1950	9	0	Age specific mortality pattern	Life_Tables	1	1	Global Norm	0	0	0
860	Uzbekistan	KA	0	1950	9	0	Age specific mortality pattern	Life_Tables	0	0	Global Norm	0	0	0
548	Vanuatu	LN	0	1950	9	0	Relational model	UN_Far_Eastern	1	0	Global Norm	0	0	0
862	Venezuela (Bolivarian Republic of)	DG	0	1950	9	0	Age specific mortality pattern	Life_Tables	1	1	Global Norm	0	0	0
704	Viet Nam	PG	0	1950	0	0	Age specific mortality pattern	Life_Tables	1	1	Global Norm	0	0	0
876	Wallis and Futuna Islands	DG	1	1950	0	0	Model life tables	CD_West	0	0	Global Norm	0	0	0
732	Western Sahara	TS	0	1950	0	0	Model life tables	CD_West	0	0	Global Norm	0	0	0
887	Yemen	PG	0	1950	0	0	Relational model	CD_West	0	0	Global Norm	0	0	0
894	Zambia	LN	0	1950	0	1	Model life tables	CD_North	1	1	Global Norm	0	0	0
716	Zimbabwe	DG	0	1950	0	1	Model life tables	CD_North	1	1	Global Norm	0	0	0
