"country_code"	"country"	"Initials"	"isSmall"	"ProjFirstYear"	"MigCode"
400	"Jordan"	"PG"	0	1950	0
404	"Kenya"	"DG"	0	1950	0
408	"Dem. People's Rep. of Korea"	"TS"	0	1950	9
410	"Republic of Korea"	"LN"	0	1950	9
414	"Kuwait"	"PG"	0	1950	0
417	"Kyrgyzstan"	"KA"	0	1950	9
418	"Lao People's Dem. Republic"	"PG"	0	1950	0
422	"Lebanon"	"PG"	0	1950	0
426	"Lesotho"	"KA"	0	1950	0
428	"Latvia"	"KA"	0	1950	9
430	"Liberia"	"PG"	0	1950	0
434	"Libya"	"TS"	0	1950	0
438	"Liechtenstein"	"TS"	1	1950	9
440	"Lithuania"	"KA"	0	1950	9
442	"Luxembourg"	"KA"	0	1950	9
446	"China, Macao SAR"	"LN"	0	1950	9
450	"Madagascar"	"DG"	0	1950	0
454	"Malawi"	"LN"	0	1950	9
458	"Malaysia"	"LN"	0	1950	9
462	"Maldives"	"PG"	0	1950	0
466	"Mali"	"PG"	0	1950	0
470	"Malta"	"LN"	0	1950	0
474	"Martinique"	"DG"	0	1950	9
478	"Mauritania"	"PG"	0	1950	0
480	"Mauritius"	"LN"	0	1950	9
484	"Mexico"	"DG"	0	1950	9
492	"Monaco"	"TS"	1	1950	9
496	"Mongolia"	"TS"	0	1950	9
498	"Republic of Moldova"	"KA"	0	1950	9
499	"Montenegro"	"TS"	0	1950	9
500	"Montserrat"	"LN"	1	1950	9
504	"Morocco"	"TS"	0	1950	0
508	"Mozambique"	"DG"	0	1950	0
512	"Oman"	"PG"	0	1950	0
516	"Namibia"	"KA"	0	1950	0
520	"Nauru"	"LN"	1	1950	9
524	"Nepal"	"PG"	0	1950	0
528	"Netherlands"	"TS"	0	1950	9
531	"Curacao"	"DG"	0	1950	9
533	"Aruba"	"DG"	0	1950	0
534	"Sint Maarten (Dutch part)"	"DG"	1	1950	9
535	"Caribbean Netherlands"	"DG"	1	1950	9
540	"New Caledonia"	"LN"	0	1950	9
548	"Vanuatu"	"LN"	0	1950	9
554	"New Zealand"	"KA"	0	1950	9
558	"Nicaragua"	"DG"	0	1950	9
562	"Niger"	"PG"	0	1950	0
566	"Nigeria"	"PG"	0	1950	0
570	"Niue"	"DG"	1	1950	0
578	"Norway"	"KA"	0	1950	9
580	"Northern Mariana Islands"	"LN"	1	1950	0
583	"Micronesia (Fed. States of)"	"LN"	0	1950	0
584	"Marshall Islands"	"LN"	1	1950	0
585	"Palau"	"DG"	1	1950	0
586	"Pakistan"	"PG"	0	1950	0
591	"Panama"	"DG"	0	1950	9
598	"Papua New Guinea"	"LN"	0	1950	0
600	"Paraguay"	"DG"	0	1950	9
604	"Peru"	"DG"	0	1950	9
608	"Philippines"	"LN"	0	1950	9
616	"Poland"	"TS"	0	1950	9
620	"Portugal"	"DG"	0	1950	9
624	"Guinea-Bissau"	"PG"	0	1950	0
626	"Timor-Leste"	"LN"	0	1950	0
630	"Puerto Rico"	"DG"	0	1950	9
634	"Qatar"	"PG"	0	1950	0
638	"Reunion"	"LN"	0	1950	0
642	"Romania"	"TS"	0	1950	9
643	"Russian Federation"	"KA"	0	1950	9
646	"Rwanda"	"TS"	0	1950	9
654	"Saint Helena"	"TS"	1	1950	0
659	"Saint Kitts and Nevis"	"DG"	1	1950	9
660	"Anguilla"	"DG"	1	1950	0
662	"Saint Lucia"	"DG"	0	1950	9
666	"Saint Pierre and Miquelon"	"KA"	1	1950	9
670	"Saint Vincent and the Grenadines"	"DG"	0	1950	9
674	"San Marino"	"DG"	1	1950	0
678	"Sao Tome and Principe"	"DG"	0	1950	9
682	"Saudi Arabia"	"PG"	0	1950	0
686	"Senegal"	"PG"	0	1950	0
688	"Serbia"	"TS"	0	1950	9
690	"Seychelles"	"DG"	0	1950	9
694	"Sierra Leone"	"PG"	0	1950	0
702	"Singapore"	"LN"	0	1950	9
703	"Slovakia"	"TS"	0	1950	0
704	"Viet Nam"	"PG"	0	1950	0
705	"Slovenia"	"TS"	0	1950	9
706	"Somalia"	"TS"	0	1950	0
710	"South Africa"	"KA"	0	1950	9
716	"Zimbabwe"	"DG"	0	1950	0
724	"Spain"	"DG"	0	1950	9
728	"South Sudan"	"TS"	0	1950	0
729	"Sudan"	"TS"	0	1950	0
732	"Western Sahara"	"TS"	0	1950	0
740	"Suriname"	"DG"	0	1950	9
748	"Swaziland"	"KA"	0	1950	0
752	"Sweden"	"KA"	0	1950	9
756	"Switzerland"	"TS"	0	1950	9
760	"Syrian Arab Republic"	"PG"	0	1950	0
762	"Tajikistan"	"KA"	0	1950	9
764	"Thailand"	"PG"	0	1950	0
768	"Togo"	"PG"	0	1950	0
772	"Tokelau"	"DG"	1	1950	0
776	"Tonga"	"DG"	0	1950	0
780	"Trinidad and Tobago"	"DG"	0	1950	9
784	"United Arab Emirates"	"PG"	0	1950	0
788	"Tunisia"	"TS"	0	1950	0
792	"Turkey"	"DG"	0	1950	9
795	"Turkmenistan"	"KA"	0	1950	9
796	"Turks and Caicos Islands"	"DG"	1	1950	0
798	"Tuvalu"	"DG"	1	1950	0
800	"Uganda"	"DG"	0	1950	0
804	"Ukraine"	"KA"	0	1950	9
807	"TFYR Macedonia"	"TS"	0	1950	9
818	"Egypt"	"TS"	0	1950	0
826	"United Kingdom"	"LN"	0	1950	9
830	"Channel Islands"	"LN"	0	1950	9
833	"Isle of Man"	"DG"	1	1950	0
834	"United Republic of Tanzania"	"DG"	0	1950	0
840	"United States of America"	"KA"	0	1950	9
850	"United States Virgin Islands"	"KA"	0	1950	9
854	"Burkina Faso"	"PG"	0	1950	0
858	"Uruguay"	"DG"	0	1950	9
860	"Uzbekistan"	"KA"	0	1950	9
862	"Venezuela (Bolivarian Republic of)"	"DG"	0	1950	9
876	"Wallis and Futuna Islands"	"DG"	1	1950	0
882	"Samoa"	"DG"	0	1950	9
887	"Yemen"	"PG"	0	1950	0
894	"Zambia"	"LN"	0	1950	0
